Name,Price,Discount,Worthy,Final_rating,Number_of_ratings,5star,4star,3star,2star,1star,Brand,Genre,Sub-Genre,Publication_day,Publication_month,Publication_year,Operating_system,Sub_operating_system,Format,Platform,Other_features,Description,Description_bullets_num,Description_size
Drawn: Trail of Shadows,18.95,0.0,1,4.3,17,12,2,0,0,2,112,2,0,0,0,0,7,0,1,1,0,"Re-enter the enchanted world of Drawn in this third installment of the cinematic series.
Become a part of the story by following clues scattered throughout paintings to save a boy with the power to create painted worlds!
Adventurous puzzles and minigames. Incredible soundtrack.
Unlock the mysteries of the Ferryman's caves.
Windows XP, Vista, 7, 8 compatible",5,56
Hoyle Official Card Games (Steam PC) [Online Game Code],19.99,0.0,0,2.7,21,5,1,1,3,7,67,10,0,18,11,2015,0,0,0,1,0,"Over 70 new and classic card games to learn, practice and master!
Put yourself in the game or create silly faces with the new and improved Face Creator
The challenges never stop with a variety of different in-game opponents.
Select from a variety of characters, speed of play, and more!
Steam account required for game download and activation",5,58
GRIM TALES The Vengeance + Bloody Mary + Bonus Hidden Object PC Game,19.99,0.0,1,4.5,4,2,0,0,0,0,15,20,1,0,0,0,2,12,2,0,0,Find Hidden Objects and solve challenging puzzles,1,7
S.T.A.L.K.E.R. Call of Pripyat [Download],19.99,0.0,0,3.4,49,20,7,4,2,14,112,1,0,24,8,2010,0,0,0,1,0,0,0,0
Farm Frenzy Mega Pack [Download],11.99,0.0,0,3.9,43,24,3,5,3,5,16,15,0,1,4,2014,1,1,0,1,0,"Play 12 games at one price
Full series at once
Dozens of levels",3,13
Warcraft III Battle Chest - PC/Mac,119.99,0.0,1,4.4,559,424,44,33,11,44,23,3,0,19,9,2003,2,0,0,1,0,Warcraft III Battle Chest,1,4
The Sims 4 - Get Together [Online Game Code],39.99,0.0,1,4.7,671,550,73,33,13,6,0,7,0,7,12,2015,4,15,0,1,0,"Create and join Clubs with distinct interests, personalities, and styles where you can set the rules, define their look, and customize their hangouts. Get together with other Sims for exciting group activities and live it up in the beautiful new World of Windenburg",1,43
Anno 1800 Complete Edition Year 3 - PC [Online Game Code],109.99,0.0,0,3.4,2,0,0,0,1,0,1,4,2,9,2,2021,4,3,0,1,0,"The Season 3 Pass, which includes the next three DLCs: Docklands, Tourist Season, and The High Life.
In addition, you will receive three exclusive ornaments themed after the new content, available today.
The Season 1 Pass, which includes the following three DLCs: Sunken Treasures, Botanica, and The Passage.",3,48
Amazing Adventures The Riddle Of Two Knights,14.95,0.0,1,4.4,144,108,5,12,7,10,17,2,0,0,0,0,8,2,2,1,0,"Reveal the secret behind an ancient chessboard in this magnificent Hidden Object search.
Explore 25 exotic locales from the bazaars of Morocco to the mountains of Switzerland.
Play eight unique mini-games including Spot the Difference and Simon Says.
Locate hidden crowns to unlock two other unlimited play modes.",4,48
Star Trek Deep Space Nine: Dominion Wars - PC,109.69,0.0,1,4.0,43,24,6,3,3,3,112,7,0,0,0,0,3,4,1,1,0,0,0,0
Anno 1800 Gold Edition Year 3 - PC [Online Game Code],79.99,0.0,1,5.0,3,3,0,0,0,0,1,4,2,9,2,2021,4,3,0,1,0,"The Season 3 Pass, which includes the next three DLCs: Docklands, Tourist Season, and The High Life
In addition, you will receive three exclusive ornaments themed after the new content, available today.
The Deluxe Pack, including the Anarchist AI character, the soundtrack, an art book, and more.",3,47
Prey - PC,19.99,0.0,1,4.1,161,96,22,16,8,19,12,1,0,0,0,0,4,3,4,1,0,"In Prey, you awaken aboard Talos I, a space station orbiting the moon in the year 2032.
You are the key subject of an experiment meant to alter humanity forever - but things have gone terribly wrong.
The space station has been overrun by hostile aliens and you are now being hunted.",3,52
Nancy Drew: The Creature of Kapu Cave [Download],6.99,0.0,1,4.3,314,219,31,21,9,34,10,5,0,27,1,2010,1,1,0,0,1,"Play As Nancy Drew Or Frank And Joe Hardy.
Design Shell Necklaces To Trade.
Program Your GPS To Navigate Beaches And More.
Snorkel For Shells.",4,25
Burger Shop,19.99,0.0,1,4.4,14,9,3,0,0,1,65,2,2,0,0,0,8,10,1,1,0,"Master the Subtle Art of Slinging Burgers
Make & Serve Food & Drinks. Serve Interesting Customers.
Earn Big Tips. Earn over 90 trophies.
Run Your Own Fast Food Empire
Windows XP, Vista, 7, 8 | Macintosh OS X 10.3 - 10.6.8",5,41
Farming Simulator 22 - PS4 - PlayStation 4,59.99,0.0,1,4.5,98,79,4,2,4,5,104,7,0,0,0,0,16,0,0,4,1,"400+ machines, new categories, 100+ agricultural brands family-friendly, relaxed multiplayer mode for 1-16 players New crops & machinery: grapes, olives and sorghum
seasonal cycles add new gameplay mechanics production Chains add new economic Layer two brand-new maps + updated Alpine map
vastly improved customization performance Boost on all systems latest Technology: DirectX 12, taa, amd fidelityfx Super resolution etc
More than 400 machines and tools from over 100 real agricultural brands like John Deere, claas, case IH, new Holland, Fendt, Massey Ferguson, valtra and many more are included to sow and harvest crops like wheat, corn, potatoes and cotton
Take on the role of a modern farmer and creative build your farm in three diverse American and European environments. Farming Simulator 22 offers a huge variety of farming operations focusing on agriculture, animal husbandry and forestry",5,136
Apex Legends - Lifeline Edition - PC [Online Game Code],20.0,0.0,1,4.0,4,2,0,0,0,1,0,1,0,17,3,2021,5,0,0,1,0,"The Lifeline Edition includes:
Legendary ""Guardian Angel"" Lifeline skin and ""Chooser of the Slain"" Flatline weapon skin
Legendary Flatline Weapon Skin
Exclusive Lifeline Banner and Badge
Exclusive ""Winged Guardian"" banner
Exclusive ""Angel Struck"" badge
1,000 Apex Coins",7,37
Halo 2 - PC,107.0,0.0,1,4.4,554,398,55,60,11,22,11,1,0,0,0,0,1,0,5,1,0,"Microsoft telephone technical support ended in October 9, 2012 for this game. For technical issue, please contact Microsoft through their official website.
WINDOWS VISTA ONLY.
FOR SINGLE PLAYER ONLY.",3,29
SpongeBob SquarePants: Battle For Bikini Bottom - Rehydrated Standard Edition - PC [Online Game Code],9.89,20.1,1,4.3,12,8,1,0,0,1,5,1,0,23,6,2020,5,0,0,1,0,"Play as SpongeBob, Patrick and Sandy and use their unique sets of skills
Thwart Plankton's evil plan to rule Bikini Bottom with his army of wacky robots
Meet countless characters from the beloved series
Faithful remake of one of the best SpongeBob games ever created
Brand new horde mode multiplayer for up to two players, online and offline",5,58
IGT Slots 100 Pandas PC [Download],19.99,0.0,0,3.3,29,11,2,3,7,3,67,12,0,18,12,2014,1,5,0,1,0,"Experience the glitz and glamour of two brand new casinos!
Choose Career or Free Play mode.. Track your stats and earn achievements as you make your way up to high roller in Career Mode, or practice and perfect your game in the Free Play casino.
Detailed player statistics let you discover your luckiest slots: your largest single win, number of bonuses played, number of winning spins, your favorite machine, your longest win streak, and see achievement levels during gameplay.
Single-line or multi-line wagers: Play up to 100 lines, with eight wager amounts: 1, 5, 10, 25, 50, $1, $5, $10 -- and see both the top and bottom of the slot machines, up close or from further back!
!!END2END Action & Bonus Free Games !!Multiway Xtra feature adds 1,024 ways to win",5,132
Lego Harry Potter: Years 5-7,12.45,0.0,1,4.3,79,57,6,4,3,7,21,1,0,0,0,0,17,0,1,1,0,"Play through 24 story events and return to Hogwarts where there are 16 different lessons to attend
Learn and use all new charms and spells including the Unforgivable Curses
Master advanced dueling skills to defeat Voldemort's Death Eaters as you battle toward the ultimate showdown with the Dark Lord himself
Discover and unlock over 80 characters including, Fenrir Greyback, Bellatrix Lestrange & Professor Horace Slughorn
Play with friends and family using easy drop-in/drop-out co-op play that features",5,77
Far Cry 3 - PC,30.0,0.0,1,4.3,560,386,72,39,28,33,1,2,0,0,0,0,1,1,2,1,0,"Use an arsenal of weapons and explosives to run gun-first into the action, take down nearby adversaries with your blade or snipe unsuspecting enemies from a distance
Explore an island playground as stunningly beautiful as it is diverse from mountain ranges to swampy grasslands and white sandy beaches. Fight your way through the island's towns, temples, river ports and more
Encounter a diverse and realistic cast of characters as you dive into this deep and enriching story, where morals are questionable and hope is all but abandoned",3,87
Dead Island: Riptide - PC,23.9,0.0,1,4.1,34,19,6,1,4,1,24,2,0,0,0,0,1,1,2,1,0,"Addictive open world RPG style gameplay that allows characters to go anywhere throughout the game's zombie infested environments
A variety of distinct characters including the four surviving characters from the first game (Xian Mei, Sam B, Logan Carter, and Purna), as well as a brand new character
A variety of vehicle types, new levels and weather conditions, weapon proficiency (melee and projectile weapons), Hub defense game mechanics
Evolved, and engrossing multiplayer, including co-op support",4,74
Sniper: Ghost Warrior 3 Season Pass Edition - PC,11.5,0.0,0,3.6,114,50,19,15,5,22,86,1,0,0,0,0,4,3,2,1,0,"Sniper: Ghost Warrior 3 is a story of brotherhood, faith and betrayal in a land soaked in the blood of civil war. You are an American sniper dropped behind enemy lines in Georgia, near the Russian border.
Ruthless warlords have taken over part of the area and it falls on you to prevent the entire country from collapsing into chaos. Explore large open maps with dynamic weather and a day/night cycle that actually impacts your play and decisions.
Be a Sniper: Engage your targets from the long range. Factor in scope elevation, wind speed and direction, breath control and stance, along with weapon and bullet choice.
Be a Ghost: Stalk your enemies and eliminate them silently with a broad variety of takedowns. The advanced stealth gameplay includes drone recon and vertical navigation.
Be a Warrior: Wield a wide variety of advanced weapons and modify them to suit the needs of your mission and your own personal style. Choose from assault rifles, shotguns, machine guns, and even explosives.",5,167
Murder She Wrote Jc,17.95,0.0,1,4.3,62,44,4,4,2,6,8,2,0,0,0,0,7,0,1,1,0,"Murder She Wrote: Solve 5 Mysteries with Jessica Fletcher
Enjoy hours of puzzles solving and fun with each mystery adventure.",2,20
Transformers: Fall of Cybertron [Download],49.99,0.0,1,4.6,323,268,29,6,3,16,2,1,0,21,8,2012,1,3,0,1,0,0,0,0
Battlefield V - PC,10.99,3.96,1,4.2,108,65,21,6,5,8,0,1,0,0,0,0,4,3,1,1,0,"Enter mankind’s greatest conflict with Battlefield V as the series goes back to its roots with a never before seen portrayal of World War 2
Assemble your Company of customized soldiers, weapons, and vehicles – then take them on an epic journey through the Tides of War
Experience the most intense, immersive Battlefield yet. You will never be the same
Play Firestorm Battle Royal, reimagined for Battlefield V. Scavenge, fight, and survive to become the last squad standing",4,78
Tom Clancy's Rainbow Six Lockdown [Game Download],9.99,0.0,1,4.2,50,32,5,4,4,4,1,1,0,17,3,2008,2,2,0,1,0,"Experience tense close-quarter combat in this fighting game
Determine connection between terrorist threats and Legion virus
Enhanced tactical gameplay; advanced weapons and equipment; 9 maps
Choose from 4 specialized operative classes in class-based mode
Tension-building sound effects; increased visuals; all new user interface",5,43
Sniper Ghost Warrior PC Steam,13.99,0.0,1,4.0,50,25,7,12,2,3,86,1,3,0,0,0,9,0,2,1,0,"Play as a paid contractor, an assassin for hire and defeat your rivals. Open-ended contracts, bounties and side ops deliver strong replayability options to complete objectives and collect cash to redeem for upgrades and rewards. Beware rival snipers who won't hesitate to disrupt your best-laid plans.
Enhanced Scope Mode offers the most realistic experience of intense sniping with a wide range of targets and hundreds ways to kill.
Redesigned in-game HUD and UI with tactical tagging system to mark your enemies for death.
An arsenal of new gadgets to play with including drones, remote sniper turrets, sticky bombs and toxic gas!
Show off your stealth kills and execute silent takedowns to be rewarded for strategic, quiet play.Battle the brutal wilds of Siberia, Russia and fight to survive the intensity of snow-covered mountains, lush forests and secret bases hidden deep in the mountainside.Play team death match modes online across brand new, unique maps that will test your sniping skills.",5,158
